patronal,institución,Agrupacion de Acuedo ley de Presupuesto,Agrupacion por Órganos del Estado,Agrupacion por areas de gestión
109680019,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
113680002,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
11740062,LOTERIA NACIONAL DE BENEFICENCIA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
101690026,LOTERIA NACIONAL DE BENEFICENCIA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
406840023,LOTERIA NACIONAL DE BENEFICENCIA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
503890035,LOTERIA NACIONAL DE BENEFICENCIA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
614890011,LOTERIA NACIONAL DE BENEFICENCIA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
702890059,LOTERIA NACIONAL DE BENEFICENCIA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
805850001,LOTERIA NACIONAL DE BENEFICENCIA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
809890022,LOTERIA NACIONAL DE BENEFICENCIA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
904890014,LOTERIA NACIONAL DE BENEFICENCIA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
101690029,COMISION EJECUTIVA HIDROELECTRICA RIO LEMPA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
102690253,COMISION EJECUTIVA HIDROELECTRICA RIO LEMPA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
103690189,COMISION EJECUTIVA HIDROELEC DEL RIO LEM,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
104690073,COMISION EJECUTIVA HIDROELECTRICA RIO LE,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
105690020,COMISION EJECUTIVA HIDROLEC DEL RIO LEMP,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
106680692,COMISION EJECUTIVA HIDROELECTRICA DE RIO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
107690003,COMISION EJECUTIVA HIDROELECTRICA RIO LE,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
108690008,COMISION EJECUTIVA HIDROELECTRICA DEL RI,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
110690258,COMISION EJECUTIVA HIDROELEC DEL RIO LEM,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
111690815,COMISION EJECUTIVA HIDROELECTRI DEL RIO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
112690005,COM EJEC HIDROECT DEL RIO LEM,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
113680022,COMISION EJECUTIVA DEL RIO LEMPA CEL,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
114680012,COMISION EJECUTIVA DEL RIO LEMPA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
801750453,COMISION EJECUTIVA PORTUARIA AUTONOMA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
101660571,COMISION EJECUTIVA PORTUARIA AUTONOMA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
101610097,COMISION EJECUTIVA DEL PUERTO DE ACAJUTLA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
502750067,COMISION EJECUTIVA PORTUARIA AUTONOMA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
102700091,COMISION EJECUTIVA PORTUARIA AUTONOMA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
502750001,COMISION EJECUTIVA PORTUARIA AUTONOMA FE,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
903750024,COMISION EJECUTIVA PORTUARIA AUTONOMA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
103610053,COMISION EJECUTIVA DEL PUERTO DE ACAJUTL,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
103670021,COMISION EJECUTIVA PORTUARIA AUTONOMA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
405750016,COMISION EJECUTIVA PORTUARIA AUTONOMA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
306750001,COMISION EJECUTIVA PORTUARIA AUTONOMA (fenadesal),Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
806750034,COMISION EJECUTIVA PORTUARIA AUTONOMA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
908750024,COMISION EJECUTIVA PORTUARIA AUTONOMA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
609750013,COMISION EJECUTIVA PORTUARIA AUTONOMA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
510750010,COMISION EJECUTIVA PORTUARIA AUTONOMA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
11750042,COMISION EJECUTIVA PORTUARIA AUTONOMA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
714750012,COMISION EJECUTIVA PORTUARIA AUTONOMA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
104750024,FERROCARRILES NACIONALES DE EL SALVADOR,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
201991423,FONDO SOLIDARIO PARA LA FAMILIA MICROEMP (FOSOFAMILIA),Gobierno Central,Órgano Ejecutivo,Empresas públicas financiera
101610173,BANCO CENTRAL DE RESERVA DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
103640007,BANCO CENTRAL DE RESERVA DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
106680207,BANCO CENTRAL DE RESERVA DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
107680048,BANCO CENTRAL DE RESERVA DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
111690039,BANCO CENTRAL DE RESERVA DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
101540317,BANCO CENTRAL DE RESERVA DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
801941247,BANCO DE DESARROLLO DE EL SALVADOR (BANDESAL),Financieras,Órgano Ejecutivo,Empresas públicas financiera
12740005,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
106730040,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
203730133,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
409730052,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
413750003,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
507730007,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
605730074,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
701730842,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
710740019,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
711730131,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
714730018,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
802730115,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
804730059,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
808730072,BANCO DE FOMENTO AGROPECUARIO,Financieras,Órgano Ejecutivo,Empresas públicas financiera
103630018,BANCO HIPOTECARIO DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
105690109,BANCO HIPOTECARIO DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
106680008,BANCO HIPOTECARIO DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
109680015,BANCO HIPOTECARIO DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
110690254,BANCO HIPOTECARIO DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
111690043,BANCO HIPOTECARIO DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
113680011,BANCO HIPOTECARIO DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
104680139,BANCO HIPOTECARIO DE EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
101540711,BANCO HIPOTECARIO DEL EL SALVADOR,Financieras,Órgano Ejecutivo,Empresas públicas financiera
201820285,BANCO NACIONAL DE FOMENTO INDUSTRIAL,Financieras,Órgano Ejecutivo,Empresas públicas financiera
906890073,BANCO NACIONAL DE FOMENTO INDUSTRIAL,Financieras,Órgano Ejecutivo,Empresas públicas financiera
102890051,FONDO DE FINANCIAMIENTO GTIA PEQUENA EMPRESA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
301890293,FONDO DE FINANCIAMIENTO GTIA PEQUENA EMPRESA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
108890016,FONDO DE FINANCIAMIENTO GTIA PEQUENA EMPRESA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
111790032,FONDO DE FINANCIAMIENTO GTIA PEQUENA EMPRESA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
204850060,FONDO DE FINANCIAMIENTO GTIA PEQUENA EMPRESA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
605890020,FONDO DE FINANCIAMIENTO GTIA PEQUENA EMPRESA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
803810027,FONDO DE FINANCIAMIENTO GTIA PEQUENA EMPRESA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
706800013,FONDO DE FINANCIAMIENTO GTIA PEQUENA EMPRESA,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
901951231,FONDO DE SANEAMIENTO Y FORTALECIMIENTO FINANCIERO,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
401971523,FONDO NACIONAL DE VIVIENDA  POPULAR,Gobierno Central,Órgano Ejecutivo,"Obras Públicas, Transporte, Vivienda y Desarrollo Territorial"
601750217,FONDO SOCIAL PARA LA VIVIENDA,Gobierno Central,Órgano Ejecutivo,"Obras Públicas, Transporte, Vivienda y Desarrollo Territorial"
501950745,FONDO PROTECCION FUNCIONARIOS EMPRESA BCO CENTRAL DE RESERVA,Otros,Otros,Otros
501150787,SECRETARIA  DE CULTURA DE SAN SALVADOR  (ALCALDÖA S.S),Gobiernos Locales,Alcaldías,Gobiernos Municipales
501160780,SECRETARIA  ANTIDROGAS DE SAN SALVADOR  (ALCALDÖA S.S),Gobiernos Locales,Alcaldías,Gobiernos Municipales
101070218,INSTITUTO MUNICIPAL DE DEPORTES Y RECREACION   (INDER)  ALCALDÖA SS),Gobiernos Locales,Alcaldías,Gobiernos Municipales
712970016,FONDO DE INVERSION EDUCATIVA DE ALCALDIA MPAL DE DULCE NOMBRE DE MARIA (ESC. MUNICIPAL EL MANZANO),Gobiernos Locales,Alcaldías,Gobiernos Municipales
701160780,SECRETARIA  ANTIDROGAS DE SAN SALVADOR  (ALCALDÍA S.S),Gobiernos Locales,Alcaldías,Gobiernos Municipales
601141102,MINISTERIO DE LA DEFENSA NACIONAL - ESTADO MAYOR PRESIDENCIAL  (CONVENIO MINISTERIO-ISSS),Gobierno Central,Órgano Ejecutivo,Seguridad pública
401161384,SECRETARIA DE LA MUJER DE LA CIUDAD DE SAN SALVADOR,Gobiernos Locales,Alcaldías,Gobiernos Municipales
901020114,CENTRO DE PROMOCION CULTURAL Y RECREATIVA MUNICIPAL DE SAN SALVADOR,Gobiernos Locales,Alcaldías,Gobiernos Municipales
101020198,ADMINISTRACION GENERAL DE CEMENTERIOS DEL MUNICIPIO DE SAN SALVADOR,Gobiernos Locales,Alcaldías,Gobiernos Municipales
1930752,ALCALDIA MUNICIPAL DE SOYAPANGO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
1990612,ALCALDIA MUNICIPAL DE CUSCATANCINGO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
201930052,ALCALDIA MUNICIPAL DE APOPA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
201980976,ALCALDIA MUNICIPAL DE SANTIAGO TEXACUANG,Gobiernos Locales,Alcaldías,Gobiernos Municipales
201991261,ALCALDIA MUNICIPAL DE GUAZAPA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
301980284,ALCALDIA MUNICIPAL DE AYUTUXTEPEQUE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
301990345,ALCALDIA MUNICIPAL DE PANCHIMALCO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
401990371,ALCALDIA MUNICIPAL DE CIUDAD DELGADO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
501980001,ALCALDIA MUNICIPAL DE SAN MARCOS,Gobiernos Locales,Alcaldías,Gobiernos Municipales
501980567,ALCALDIA MUNICIPAL DE MEJICANOS,Gobiernos Locales,Alcaldías,Gobiernos Municipales
501990167,ALCALDIA MUNICIPAL DE EL PAISNAL,Gobiernos Locales,Alcaldías,Gobiernos Municipales
501990802,ALCALDIA MUNICIPAL DE AGUILARES,Gobiernos Locales,Alcaldías,Gobiernos Municipales
601961583,ALCALDIA MUNICIPAL DE NEJAPA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
701940705,ALCALDIA MUNICIPAL DE SAN SALVADOR,Gobiernos Locales,Alcaldías,Gobiernos Municipales
701990381,ALCALDIA MUNICIPAL DE ROSARIO DE MORA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
801950157,ALCALDIA MUNICIPAL DE ILOPANGO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
801990373,ALCALDIA MUNICIPAL DE SAN MARTIN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
801990471,ALCALDIA MUNICIPAL DE TONACATEPEQUE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
901990382,ALCALDIA MUNICIPAL DE SANTO TOMAS,Gobiernos Locales,Alcaldías,Gobiernos Municipales
2990052,ALCALDIA MUNICIPAL DE SAN JOSE VILLANUEV,Gobiernos Locales,Alcaldías,Gobiernos Municipales
2990079,ALCALDIA MUNICIPAL DE TEPECOYO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
2990317,ALCALDIA MUNICIPAL DE JAYAQUE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
102960200,ALCALDIA MUNICIPAL DE SACACOYO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
102990061,ALCALDIA MUNICIPAL DE COMASAGUA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
202990058,ALCALDIA MUNICIPAL DE JICALAPA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
302990062,ALCALDIA MUNICIPAL DE SAN MATIAS,Gobiernos Locales,Alcaldías,Gobiernos Municipales
402920278,ALCALDIA MUNICIPAL DE ANTIGUO CUSCATLAN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
402960416,ALCALDIA MUNICIPAL DE CIUDAD ARCE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
402990059,ALCALDIA MUNICIPAL DE TALNIQUE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
402990319,ALCALDIA MUNICIPAL DE TEOTEPEQUE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
502910104,ALCALDIA MUNICIPAL DE SANTA TECLA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
502990105,ALCALDIA MUNICIPAL DE TAMANIQUE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
602000160,ALCALDIA MUNICIPAL DE HUIZUCAR,Gobiernos Locales,Alcaldías,Gobiernos Municipales
602940295,ALCALDIA MUNICIPAL DE VILLA COLON,Gobiernos Locales,Alcaldías,Gobiernos Municipales
602970257,ALCALDIA MUNICIPAL DE SAN JUAN OPICO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
702930160,ALCALDIA MUNICIPAL DE QUEZALTEPEQUE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
702990081,ALCALDIA MUNICIPAL DE LA LIBERTAD,Gobiernos Locales,Alcaldías,Gobiernos Municipales
802990051,ALCALDIA MUNICIPAL DE NUEVO CUSCATLAN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
802990073,ALCALDIA MUNICIPAL DE SAN PABLO TACACHIC,Gobiernos Locales,Alcaldías,Gobiernos Municipales
902970066,ALCALDIA MUNICIPAL ZARAGOZA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
902990060,ALCALDIA MUNICIPAL DE CHILTIUPAN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
203860127,ALCALDIA MUNICIPAL DE SONZACATE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
203990052,ALCALDIA MUNICIPAL DE SANTO DOMINGO DE G,Gobiernos Locales,Alcaldías,Gobiernos Municipales
303960060,ALCALDIA MUNICIPAL DE SAN JULIAN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
303990061,ALCALDIA MUNICIPAL DE SANTA ISABEL ISHUA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
403940195,ALCALDIA MUNICIPAL DE CALUCO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
403990053,ALCALDIA MUNICIPAL DE CUISNAHUAT,Gobiernos Locales,Alcaldías,Gobiernos Municipales
503860012,ALCALDIA MUNICIPAL DE SONSONATE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
503960061,ALCALDIA MUNICIPAL DE SAN ANTONIO DEL MO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
503990062,ALCALDIA MUNICIPAL DE NAHUIZALCO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
603990054,ALCALDIA MUNICIPAL DE SANTA CATARINA MAS,Gobiernos Locales,Alcaldías,Gobiernos Municipales
703990063,ALCALDIA MUNICIPAL DE SALCOATITAN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
803860169,ALCALDIA MUNICIPAL DE JUAYUA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
803960059,ALCALDIA MUNICIPAL DE IZALCO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
803990055,ALCALDIA MUNICIPAL DE NAHULINGO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
903880074,ALCALDIA MUNICIPAL DE ACAJUTLA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
903960024,ALCALDIA MUNICIPAL DE ARMENIA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
4990011,ALCALDIA MUNICIPAL DE JIQUILISCO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
104980121,ALCALDIA MUNICIPAL DE SANTIAGO DE MARIA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
104980126,ALCALDIA MUNICIPAL DE NUEVA GRANADA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
104990003,ALCALDIA MUNICIPAL DE MERCEDES UMAÑA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
204980135,ALCALDIA MUNICIPAL DE EREGUAYQUIN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
204990012,ALCALDIA MUNICIPAL DE JUCUAPA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
204990051,ALCALDIA MUNICIPAL DE USULUTAN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
304980127,ALCALDIA MUNICIPAL DE EL TRIUNFO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
304990004,ALCALDIA MUNICIPAL DE TECAPAN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
304990009,ALCALDIA MUNICIPAL DE SAN AGUSTIN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
304990043,ALCALDIA MUNICIPAL SANTA MARIA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
404970014,ALCALDIA MUNICIPAL DE PUERTO EL TRIUNFO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
404990013,ALCALDIA MUNICIPAL DE VILLA DE OZATLAN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
504990005,ALCALDIA MUNICIPAL DE SANTA ELENA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
604980137,ALCALDIA MUNICIPAL DE ESTANZUELAS,Gobiernos Locales,Alcaldías,Gobiernos Municipales
704990001,ALCALDIA MUNICIPAL DE BERLIN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
804990010,ALCALDIA MUNICIPAL DE CALIFORNIA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
804990054,ALCALDIA MUNICIPAL DE SAN BUENAVENTURA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
804990211,ALCALDIA MUNICIPAL DE ALEGRIA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
904960121,ALCALDIA MUNICIPAL DE CONCEPCION BATRES,Gobiernos Locales,Alcaldías,Gobiernos Municipales
904980125,ALCALDIA MUNICIPAL DE JUCUARAN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
904990041,ALCALDIA MUNICIPAL DE SAN FRANCISCO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
904990161,ALCALDIA MUNICIPAL DE SAN DIONICIO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
5990010,ALCALDIA MUNICIPAL DE SAN EMIGDIO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
5990015,ALCALDIA MUNICIPAL DE TAPALHUACA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
105970008,ALCALDIA MUNICIPAL SAN RAFAEL OBRAJUELO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
105990024,ALCALDIA MUNICIPAL DE SAN JUAN NONUALCO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
105990029,ALCALDIA MUNICIPAL DE SAN ANTONIO MASAHU,Gobiernos Locales,Alcaldías,Gobiernos Municipales
205990011,ALCALDIA MUNICIPAL DE SAN MIGUEL,Gobiernos Locales,Alcaldías,Gobiernos Municipales
205990016,ALCALDIA MUNICIPAL PARAISO DE OSORIO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
305990008,ALCALDIA MUNICIPAL EL ROSARIO LA PAZ,Gobiernos Locales,Alcaldías,Gobiernos Municipales
305990020,ALCALDIA MUNICIPAL DE ZACATECOLUCA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
305990025,ALCALDIA MUNICIPAL DE CUYULTITAN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
405990012,ALCALDIA MUNICIPAL DE SAN JUAN TEPEZONTE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
505990021,ALCALDIA MUNICIPAL DE SANTA MARIA OSTUMA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
505990060,ALCALDIA MUNICIPAL DE JERUSALEM,Gobiernos Locales,Alcaldías,Gobiernos Municipales
605000025,ALCALDIA MUNICIPAL DE SAN PEDRO NONUALCO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
605990013,ALCALDIA MUNICIPAL DE SAN JUAN TALPA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
605990018,ALCALDIA MUNICIPAL DE SAN PEDRO MASAHUAT,Gobiernos Locales,Alcaldías,Gobiernos Municipales
705980025,ALCALDIA MUNICIPAL DE SAN LUIS TALPA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
705990022,ALCALDIA MUNICIPAL DE SANTIAGO NONUALCO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
705990044,ALCALDIA MUNICIPAL DE SAN LUIS LA HERRAD,Gobiernos Locales,Alcaldías,Gobiernos Municipales
705990061,ALCALDIA MUNICIPAL DE MERCEDES LA CEIBA.,Gobiernos Locales,Alcaldías,Gobiernos Municipales
805000026,ALCALDIA MUNICIPAL DE SAN FRANCISCO CHIN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
805990019,ALCALDIA MUNICIPAL DE OLOCUILTA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
6990014,ALCALDIA MUNICIPAL DE CIUDAD BARRIOS,Gobiernos Locales,Alcaldías,Gobiernos Municipales
6990019,ALCALDIA MUNICIPAL DE SN LUIS LA REINA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
6990092,ALCALDIA MUNICIPAL DE SAN JORGE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
106990006,ALCALDIA MUNICIPAL DE NUEVA GUADALUPE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
106990040,ALCALDIA MUNICIPAL DE MONCAGUA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
106990089,ALCALDIA MUNICIPAL DE CAROLINA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
206990093,ALCALDIA MUNICIPAL DE EL TRANSITO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
306990002,ALCALDIA MUNICIPAL DE CHIRILAGUA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
306990046,ALCALDIA MUNICIPAL DE SAN GERARDO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
306990144,ALCALDIA MUNICIPAL DE CHINAMECA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
406990050,ALCALDIA MUNICIPAL DE LOLOTIQUE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
406990094,ALCALDIA MUNICIPAL DE SAN RAFAEL ORIENTE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
506990025,ALCALDIA MUNICIPAL DE ULUAZAPA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
506990047,ALCALDIA MUNICIPAL DE COMACARAN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
806980131,ALCALDIA MUNICIPAL DE SESORI,Gobiernos Locales,Alcaldías,Gobiernos Municipales
806990013,ALCALDIA MUNICIPAL DE QUELEPA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
806990018,ALCALDIA MUNICIPAL DE NVO EDEN DE SN JUA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
906990049,ALCALDIA MUNICIPAL DE CHAPELTIQUE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
906990061,ALCALDIA MUNICIPAL DE SAN MIGUEL,Gobiernos Locales,Alcaldías,Gobiernos Municipales
906990083,ALCALDIA MUNICIPAL DE SN ANTONIO DL MOSC,Gobiernos Locales,Alcaldías,Gobiernos Municipales
7990013,ALCALDIA MUNICIPAL DE JOATECA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
7990018,ALCALDIA MUNICIPAL DE MEANGUERA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
107990005,ALCALDIA MUNICIPAL DE CHILANGA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
107990022,ALCALDIA MUNICIPAL EL DIVISADERO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
207960035,ALCALDIA MUNICIPAL DE SAN FRANCISCO GOTE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
207990014,ALCALDIA MUNICIPAL DE ARAMBALA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
207990019,ALCALDIA MUNICIPAL DE SAN ISIDRO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
307980009,ALCALDIA MUNICIPAL DE CACAOPERA,Gobiernos Locales,Alcaldías,Gobiernos Municipales
307980026,ALCALDIA MUNICIPAL DE PERQUIN,Gobiernos Locales,Alcaldías,Gobiernos Municipales
307990006,ALCALDIA MUNICIPAL DE CORINTO,Gobiernos Locales,Alcaldías,Gobiernos Municipales
